,result,result,result,result,result,result,result,result,result,result,result,result,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,status,num_questions_right,passed,quiz_questions
2262,False,True,,False,True,,,True,True,False,True,,,,,,,,,,,,,,needs_to_schedule_interview,5.0,True,"['spilled_milk', 'massage_therapist', 'conference_swag', 'hackday', 'adoption', 'book_club', 'extracurricular_activities', 'negotiations']"
2263,,True,True,True,True,,True,,,True,True,True,,451.588522668,206.799822033,127.897201384,117.590813822,,990.478746911,,,163.499282615,362.067958559,372.044698689,needs_invitation_response,8.0,True,"['conference_swag', 'spilled_milk', 'negotiations', 'business_meeting', 'sports_team', 'extracurricular_activities', 'book_club', 'game_night']"
2264,,False,,False,False,True,False,False,False,,,False,,,,,,,,,,,,,pending,1.0,False,"['conference_swag', 'extracurricular_activities', 'hackday', 'sports_team', 'family_reunion', 'massage_therapist', 'game_night', 'book_club']"
2265,True,True,True,True,True,,,,True,,True,True,270.996862503,394.774533134,280.896993722,465.915106264,489.272971545,,,,617.527541365,,434.450906787,207.942876872,needs_invitation_response,8.0,True,"['adoption', 'book_club', 'extracurricular_activities', 'sports_team', 'spilled_milk', 'massage_therapist', 'business_meeting', 'conference_swag']"
2266,False,False,,False,False,,,,False,False,False,False,454.082905171,54.592369206,,109.114391239,57.943378896,,,,219.603187852,59.731090903,143.815468543,196.722269558,rejected_at_initial_evaluation,0.0,False,"['massage_therapist', 'adoption', 'sports_team', 'spilled_milk', 'negotiations', 'extracurricular_activities', 'conference_swag', 'book_club']"
2267,,True,True,True,,True,True,True,True,True,,,,186.653777424,156.455498881,116.173841536,,205.102710167,575.476254639,180.602017624,166.993658157,170.052873445,,,needs_to_schedule_interview,8.0,True,"['business_meeting', 'conference_swag', 'massage_therapist', 'game_night', 'family_reunion', 'book_club', 'negotiations', 'hackday']"
2268,True,True,True,False,False,True,,True,,,,True,156.355494977,180.202218053,124.903001552,174.254581696,313.296847078,413.386824816,,421.7531075,,,,174.03330294,needs_to_schedule_interview,6.0,True,"['business_meeting', 'adoption', 'conference_swag', 'family_reunion', 'book_club', 'extracurricular_activities', 'sports_team', 'hackday']"
2269,True,True,,True,True,True,True,,,True,,True,493.817717788,494.705683653,,299.8750223,879.116387213,841.227612255,520.803497604,,,474.466888606,,335.609348375,accepted_invitation,8.0,True,"['extracurricular_activities', 'conference_swag', 'family_reunion', 'negotiations', 'book_club', 'sports_team', 'adoption', 'game_night']"
2270,,True,True,True,,True,True,True,True,,,False,,322.874694074,192.697638354,317.401293285,,355.351452842,447.14955882,371.947608281,547.106980476,,,180.073407261,needs_to_schedule_interview,7.0,True,"['book_club', 'massage_therapist', 'sports_team', 'family_reunion', 'hackday', 'game_night', 'conference_swag', 'business_meeting']"
2271,,True,True,,True,True,True,,,False,True,True,,759.051427413,1031.289775173,,320.355073055,441.472129457,2126.760281439,,,430.222003067,1483.548119704,1356.733484787,accepted_invitation,7.0,True,"['game_night', 'business_meeting', 'negotiations', 'spilled_milk', 'family_reunion', 'sports_team', 'book_club', 'extracurricular_activities']"
2272,,True,True,False,True,,,,,,,False,,244.515560769,403.247071469,60.924394735,296.452749194,,,,,,,213.730873438,pending,3.0,False,"['book_club', 'sports_team', 'business_meeting', 'extracurricular_activities', 'conference_swag', 'spilled_milk', 'family_reunion', 'hackday']"
2273,,True,,,False,,True,False,False,True,False,False,,6.817714,,,3.448738597,,7.810612958,5.852311543,3.711229224,3.48070044,4.15460911,10.197113789,pending,3.0,False,"['game_night', 'sports_team', 'massage_therapist', 'hackday', 'spilled_milk', 'extracurricular_activities', 'negotiations', 'book_club']"
2274,True,True,,False,True,True,True,,True,True,,,307.278944742,185.635591413,,75.076926955,273.355336819,396.876312331,455.167025535,,227.849172604,243.553370121,,,needs_invitation_response,7.0,True,"['negotiations', 'extracurricular_activities', 'massage_therapist', 'family_reunion', 'game_night', 'book_club', 'adoption', 'conference_swag']"
2275,False,False,False,False,True,False,,,,False,True,,2.898008828,4.739694839,10.033114262,3.3742194850000002,4.160979704,2.63294883,,,,3.323211045,3.333910007,,rejected_at_initial_evaluation,2.0,False,"['business_meeting', 'book_club', 'negotiations', 'adoption', 'extracurricular_activities', 'conference_swag', 'family_reunion', 'spilled_milk']"
2276,,,False,False,False,False,True,True,False,True,,,,,761.476352162,229.5081299,315.18887282,473.765880331,1647.341305966,488.629644158,1096.187803297,1214.091728348,,,rejected_at_initial_evaluation,3.0,False,"['family_reunion', 'extracurricular_activities', 'massage_therapist', 'business_meeting', 'hackday', 'game_night', 'conference_swag', 'negotiations']"
2277,True,True,True,,,True,False,True,True,,,True,,,,,,,,,,,,,pending,7.0,True,"['book_club', 'massage_therapist', 'game_night', 'family_reunion', 'business_meeting', 'sports_team', 'hackday', 'adoption']"
2278,True,,False,,False,,True,False,False,True,False,,4.231785133,,7.0131202,,233.104183523,,905.557495833,8.857378041,5.251834714,5.85136826,45.798285451,,rejected_at_initial_evaluation,3.0,False,"['game_night', 'extracurricular_activities', 'spilled_milk', 'adoption', 'business_meeting', 'negotiations', 'massage_therapist', 'hackday']"
2279,,True,True,False,,True,,False,True,True,False,,,557.65177339,164.929683867,137.311473533,,366.593010014,,407.749905785,516.908020446,295.655341468,598.6051302,,accepted_invitation,5.0,True,"['hackday', 'book_club', 'negotiations', 'family_reunion', 'business_meeting', 'spilled_milk', 'massage_therapist', 'conference_swag']"
2280,True,True,True,True,,,True,,True,True,True,,263.130615712,344.571392822,160.031529062,175.280611334,,,646.047434893,,329.008285054,349.000096895,464.93175318,,accepted_invitation,8.0,True,"['spilled_milk', 'business_meeting', 'massage_therapist', 'book_club', 'adoption', 'game_night', 'negotiations', 'conference_swag']"
2281,,,,,,,,,,,,,,,,,,,,,,,,,pending,0.0,False,"['hackday', 'family_reunion', 'conference_swag', 'adoption', 'book_club', 'negotiations', 'spilled_milk', 'sports_team']"
2282,True,True,,True,True,True,,,True,True,True,,296.677371949,694.935791785,,491.899756215,526.948725565,483.178777211,,,516.75619539,344.207700532,439.958885881,,accepted_invitation,8.0,True,"['negotiations', 'spilled_milk', 'conference_swag', 'adoption', 'massage_therapist', 'family_reunion', 'book_club', 'extracurricular_activities']"
2283,,,True,,True,False,False,False,True,,True,True,,,245.30968107,,312.926998882,186.081581751,184.067495038,265.817230192,247.281063862,,310.678773639,210.496162158,rejected_at_interview,5.0,True,"['hackday', 'sports_team', 'extracurricular_activities', 'business_meeting', 'game_night', 'massage_therapist', 'spilled_milk', 'family_reunion']"
2284,True,,False,,,,,,,,,,257.259390512,,200.751958356,,,,,,,,,,pending,1.0,False,"['business_meeting', 'adoption', 'game_night', 'sports_team', 'spilled_milk', 'massage_therapist', 'negotiations', 'hackday']"
2285,,True,True,True,True,,,True,,True,True,True,,310.37769697,353.033365498,242.936401243,259.495343888,,,199.035273463,,244.051997485,333.977579363,358.438064264,accepted_invitation,8.0,True,"['business_meeting', 'hackday', 'spilled_milk', 'sports_team', 'extracurricular_activities', 'conference_swag', 'book_club', 'negotiations']"
2286,,True,,True,,True,True,True,True,True,True,,,646.141739535,,129.706232322,,347.716358797,660.261630807,367.008670099,222.37530501,719.384505375,530.724632331,,accepted_invitation,8.0,True,"['negotiations', 'spilled_milk', 'book_club', 'conference_swag', 'family_reunion', 'game_night', 'hackday', 'massage_therapist']"
2287,True,,,,False,,,,,,,,,,,,,,,,,,,,pending,1.0,False,"['adoption', 'extracurricular_activities', 'book_club', 'spilled_milk', 'hackday', 'business_meeting', 'family_reunion', 'sports_team']"
2288,,True,True,,True,True,True,True,,True,True,,,298.359658595,325.876053627,,202.652592221,648.43026153,728.630541002,316.883509605,,285.770706192,449.839292083,,accepted_invitation,8.0,True,"['business_meeting', 'family_reunion', 'game_night', 'book_club', 'negotiations', 'spilled_milk', 'extracurricular_activities', 'hackday']"
2289,,False,True,,False,True,,True,True,True,,True,,625.253391882,366.618399056,,353.445647127,464.076583513,,295.338038195,408.219798035,361.553700432,,200.920700929,accepted_invitation,6.0,True,"['book_club', 'sports_team', 'family_reunion', 'massage_therapist', 'extracurricular_activities', 'negotiations', 'hackday', 'business_meeting']"
2290,True,,True,,True,True,False,,,True,True,True,177.035232251,,172.002413886,,170.639342164,321.110892976,657.786460325,,,276.80652205,329.824974672,364.273333849,needs_to_schedule_interview,7.0,True,"['extracurricular_activities', 'sports_team', 'business_meeting', 'negotiations', 'spilled_milk', 'game_night', 'family_reunion', 'adoption']"
2291,,True,True,,,,True,True,False,True,True,False,,576.974317443,670.020230227,,,,877.199821473,1089.035345628,2019.605413394,524.218637634,4644.322939565,208.103945188,rejected_at_interview,6.0,True,"['massage_therapist', 'negotiations', 'spilled_milk', 'book_club', 'business_meeting', 'game_night', 'hackday', 'sports_team']"
2292,True,True,,False,,True,True,,,False,True,True,150.627822724,293.251548505,,151.213595556,,338.498611592,1649.801459321,,,349.604800921,173.079742043,157.255579147,accepted_invitation,6.0,True,"['game_night', 'negotiations', 'sports_team', 'family_reunion', 'adoption', 'book_club', 'conference_swag', 'spilled_milk']"
2293,,True,True,,,True,,True,True,True,False,True,,315.203752652,129.929882913,,,151.271325673,,196.749266382,459.293697961,77.109014439,235.464432889,657.982720565,pending,7.0,True,"['hackday', 'massage_therapist', 'family_reunion', 'business_meeting', 'negotiations', 'book_club', 'sports_team', 'spilled_milk']"
2294,,False,False,,False,,False,True,,True,True,False,,124.206905245,126.323615054,,93.306131519,,188.753568775,406.844495496,,162.322812261,375.349468301,267.141205283,rejected_at_initial_evaluation,3.0,False,"['spilled_milk', 'game_night', 'business_meeting', 'negotiations', 'extracurricular_activities', 'sports_team', 'book_club', 'hackday']"
2295,,,,,,,,,,,,,,,,,,,,,,,,,pending,0.0,False,"['family_reunion', 'sports_team', 'adoption', 'extracurricular_activities', 'conference_swag', 'negotiations', 'massage_therapist', 'game_night']"
2296,,True,True,,True,True,True,True,,True,,True,,415.900976971,407.588980452,,1029.498235079,434.873106873,2009.565039354,452.471008638,,429.281914612,,464.061828402,accepted_invitation,8.0,True,"['family_reunion', 'negotiations', 'extracurricular_activities', 'sports_team', 'book_club', 'business_meeting', 'hackday', 'game_night']"
2297,True,,,False,False,True,,True,True,True,,True,134099.341167197,,,105.131872331,374.355014736,188.943567649,,237.518775677,212.93588093,235.013551342,,5869.766093703,needs_to_schedule_interview,6.0,True,"['sports_team', 'adoption', 'family_reunion', 'extracurricular_activities', 'negotiations', 'hackday', 'conference_swag', 'massage_therapist']"
2298,,,False,True,,,,,,,,False,,,,,,,,,,,,,pending,1.0,False,"['business_meeting', 'conference_swag', 'sports_team', 'extracurricular_activities', 'massage_therapist', 'spilled_milk', 'family_reunion', 'adoption']"
2299,,False,,True,,False,True,True,,True,True,False,,419.094865816,,122.959564922,,257.726309022,403.897951966,307.579701087,,238.853236412,476.990270657,279.711611819,accepted_invitation,5.0,True,"['conference_swag', 'spilled_milk', 'hackday', 'negotiations', 'book_club', 'game_night', 'sports_team', 'family_reunion']"
2300,,False,False,True,True,True,,,True,True,,False,,,,,,,,,,,,,needs_to_schedule_interview,5.0,True,"['extracurricular_activities', 'business_meeting', 'massage_therapist', 'family_reunion', 'book_club', 'conference_swag', 'sports_team', 'negotiations']"
2301,True,False,,False,True,True,,,,False,False,False,255.407448547,452.776092912,,87.903777786,539.522763048,516.934240743,,,,542.956969671,448.668840965,330.648045142,rejected_at_initial_evaluation,3.0,False,"['negotiations', 'sports_team', 'conference_swag', 'book_club', 'adoption', 'spilled_milk', 'family_reunion', 'extracurricular_activities']"
2302,,,False,,False,False,,True,False,True,False,True,,,122.9960242,,553.949697373,251.914319473,,283.886024889,140.055280159,329.809817654,262.175601999,203.3604394,rejected_at_initial_evaluation,3.0,False,"['family_reunion', 'extracurricular_activities', 'spilled_milk', 'negotiations', 'sports_team', 'hackday', 'massage_therapist', 'business_meeting']"
2303,False,True,False,False,False,,True,True,,True,,,205.651028049,269.604625831,196.715077888,82.783215975,196.444199921,,375.890048809,176.346728762,,268.846899938,,,rejected_at_initial_evaluation,4.0,False,"['business_meeting', 'game_night', 'hackday', 'book_club', 'adoption', 'conference_swag', 'extracurricular_activities', 'negotiations']"
2304,True,True,,False,,True,,True,True,True,,True,174.213903378,443.938409368,,167.532408402,,443.742043508,,462.171850259,456.691841001,172.586781673,,721.916930646,accepted_invitation,7.0,True,"['book_club', 'sports_team', 'massage_therapist', 'conference_swag', 'family_reunion', 'negotiations', 'hackday', 'adoption']"
2305,True,True,,False,,,True,True,True,False,False,,805.113157887,1341.879625275,,294.02017029,,,711.474725503,1107.224239627,1754.545429974,606.326837779,327.151902619,,rejected_at_interview,5.0,True,"['massage_therapist', 'conference_swag', 'game_night', 'hackday', 'negotiations', 'spilled_milk', 'book_club', 'adoption']"
2306,,,,,,,,,,,,,,,,,,,,,,,,,pending,0.0,False,"['negotiations', 'business_meeting', 'game_night', 'family_reunion', 'book_club', 'spilled_milk', 'extracurricular_activities', 'hackday']"
2307,True,,,True,,True,False,True,True,True,,True,236.276410104,,,78.306591552,,389.046700809,677.136235921,449.329193136,513.953217322,919.442074819,,223.775228032,rejected_at_interview,7.0,True,"['negotiations', 'family_reunion', 'adoption', 'sports_team', 'conference_swag', 'massage_therapist', 'hackday', 'game_night']"
2308,True,,False,,True,True,False,True,,True,,True,1441.266956104,,392.359602467,,414.104577102,1057.60179424,755.308331331,300.604648443,,1105.487426271,,482.869061333,accepted_invitation,6.0,True,"['family_reunion', 'adoption', 'sports_team', 'negotiations', 'business_meeting', 'hackday', 'extracurricular_activities', 'game_night']"
2309,True,,,True,,False,True,True,False,False,,False,678.353277091,,,263.569806259,,494.70705039,444.952585616,885.724035824,624.451956332,412.184340345,,693.738635025,rejected_at_initial_evaluation,4.0,False,"['hackday', 'sports_team', 'negotiations', 'adoption', 'massage_therapist', 'conference_swag', 'family_reunion', 'game_night']"
2310,,True,,,False,True,True,True,,True,False,True,,270.151418447,,,122.378350199,634.93581646,965.793379085,354.455939048,,261.044843241,332.792526583,214.616151605,needs_to_schedule_interview,6.0,True,"['extracurricular_activities', 'hackday', 'sports_team', 'spilled_milk', 'family_reunion', 'negotiations', 'book_club', 'game_night']"
